Read in 1059 train and 133 test
0.1
Update 1	TP -2483.993674	HP -279.447676	TA 0.594901	HA 0.593985
Update 366	TP -1551.020209	HP -271.237144	TA 0.898961	HA 0.849624
Update 371	TP -1630.598278	HP -277.221957	TA 0.890463	HA 0.864662
Update 376	TP -1528.758407	HP -284.149239	TA 0.904627	HA 0.842105
Update 381	TP -1590.585936	HP -316.190475	TA 0.893296	HA 0.827068
Update 386	TP -1793.860613	HP -307.366375	TA 0.881964	HA 0.834586
Update 391	TP -1512.500711	HP -246.457420	TA 0.898961	HA 0.879699
Update 396	TP -1512.499551	HP -246.457458	TA 0.898961	HA 0.879699
Update 401	TP -1512.499564	HP -246.457456	TA 0.898961	HA 0.879699
Update 406	TP -1856.424912	HP -264.730737	TA 0.881020	HA 0.872180
Update 411	TP -1578.087788	HP -266.729699	TA 0.895184	HA 0.864662
Update 416	TP -1681.210906	HP -302.366587	TA 0.892351	HA 0.849624
Update 421	TP -1741.695111	HP -249.713889	TA 0.887630	HA 0.864662
Update 426	TP -1598.884951	HP -266.946205	TA 0.898017	HA 0.849624
Update 431	TP -1582.641840	HP -265.456473	TA 0.904627	HA 0.849624
Update 436	TP -1582.641840	HP -265.456473	TA 0.904627	HA 0.849624
Update 441	TP -1582.641840	HP -265.456472	TA 0.904627	HA 0.849624
Update 446	TP -1582.641840	HP -265.456473	TA 0.904627	HA 0.849624
Update 451	TP -1582.641839	HP -265.456473	TA 0.904627	HA 0.849624
Update 456	TP -1579.409379	HP -237.510670	TA 0.898961	HA 0.864662
Update 461	TP -1797.724242	HP -246.873123	TA 0.887630	HA 0.857143
Update 466	TP -1391.448992	HP -287.899182	TA 0.900850	HA 0.857143
Update 471	TP -1391.448992	HP -287.899182	TA 0.900850	HA 0.857143
Update 476	TP -1371.207446	HP -270.391958	TA 0.911237	HA 0.857143
Update 481	TP -1313.057328	HP -242.734783	TA 0.916903	HA 0.864662
Update 486	TP -1313.057328	HP -242.734782	TA 0.916903	HA 0.864662
Update 491	TP -1389.152235	HP -229.169939	TA 0.900850	HA 0.864662
Update 496	TP -1389.152234	HP -229.169939	TA 0.900850	HA 0.864662
Update 501	TP -1389.152232	HP -229.169939	TA 0.900850	HA 0.864662
Update 506	TP -1165.327906	HP -268.247665	TA 0.917847	HA 0.849624
Update 511	TP -1165.270749	HP -268.251443	TA 0.917847	HA 0.849624
Update 516	TP -1397.254750	HP -261.800124	TA 0.898017	HA 0.872180
Update 521	TP -1379.168452	HP -278.800884	TA 0.908404	HA 0.864662
Update 526	TP -1568.816087	HP -354.441348	TA 0.898017	HA 0.842105
Update 531	TP -1568.816085	HP -354.441347	TA 0.898017	HA 0.842105
Update 536	TP -1568.816085	HP -354.441347	TA 0.898017	HA 0.842105
Update 541	TP -1465.288784	HP -323.057751	TA 0.898961	HA 0.849624
Update 546	TP -1771.554657	HP -360.289398	TA 0.882908	HA 0.849624
Update 551	TP -1512.578884	HP -320.680899	TA 0.897073	HA 0.857143
Update 556	TP -1512.581638	HP -320.681769	TA 0.897073	HA 0.857143
Update 561	TP -1405.888764	HP -282.208693	TA 0.907460	HA 0.842105
Update 566	TP -1402.820588	HP -282.233486	TA 0.909348	HA 0.842105
Update 571	TP -1402.820587	HP -282.233485	TA 0.909348	HA 0.842105
Update 576	TP -1651.136136	HP -308.114909	TA 0.898961	HA 0.864662
Update 581	TP -1583.766133	HP -301.268325	TA 0.903683	HA 0.872180
Update 586	TP -1377.124180	HP -236.897046	TA 0.915958	HA 0.872180
Update 591	TP -1377.124181	HP -236.897046	TA 0.915958	HA 0.872180
Update 596	TP -1045.425242	HP -179.695592	TA 0.929178	HA 0.887218
Update 601	TP -1016.277419	HP -208.556575	TA 0.929178	HA 0.879699
Update 606	TP -1016.276464	HP -208.555782	TA 0.929178	HA 0.879699
Update 611	TP -1016.276465	HP -208.555782	TA 0.929178	HA 0.879699
Update 616	TP -973.440972	HP -202.742071	TA 0.930123	HA 0.887218
Update 621	TP -1135.368798	HP -246.345787	TA 0.926346	HA 0.887218
Update 626	TP -1135.368798	HP -246.345787	TA 0.926346	HA 0.887218
Update 631	TP -961.298686	HP -211.483790	TA 0.936733	HA 0.902256
Update 636	TP -961.298687	HP -211.483790	TA 0.936733	HA 0.902256
Update 641	TP -1113.416310	HP -264.714159	TA 0.927290	HA 0.872180
Update 646	TP -1113.416311	HP -264.714159	TA 0.927290	HA 0.872180
Update 651	TP -1113.416305	HP -264.714157	TA 0.927290	HA 0.872180
Update 656	TP -908.407143	HP -174.301504	TA 0.936733	HA 0.902256
Update 661	TP -908.407143	HP -174.301504	TA 0.936733	HA 0.902256
Update 666	TP -889.675188	HP -166.526958	TA 0.932956	HA 0.917293
Update 671	TP -889.675164	HP -166.526961	TA 0.932956	HA 0.917293
Update 676	TP -1219.575934	HP -172.190548	TA 0.916903	HA 0.902256
Update 681	TP -1219.575680	HP -172.190509	TA 0.916903	HA 0.902256
Update 686	TP -677.776671	HP -163.328820	TA 0.951841	HA 0.894737
Update 691	TP -677.776670	HP -163.328820	TA 0.951841	HA 0.894737
Update 696	TP -744.509096	HP -151.326276	TA 0.942398	HA 0.924812
Update 701	TP -675.845533	HP -158.345308	TA 0.950897	HA 0.902256
Update 706	TP -749.679142	HP -158.849846	TA 0.947120	HA 0.917293
Update 711	TP -821.638708	HP -162.637651	TA 0.944287	HA 0.917293
Update 716	TP -737.650597	HP -159.432738	TA 0.949953	HA 0.924812
Update 721	TP -737.547619	HP -159.431309	TA 0.949953	HA 0.924812
Update 726	TP -647.670064	HP -181.708092	TA 0.953730	HA 0.902256
Update 731	TP -638.286872	HP -192.185107	TA 0.956563	HA 0.902256
Update 736	TP -638.286872	HP -192.185107	TA 0.956563	HA 0.902256
Update 741	TP -638.286872	HP -192.185107	TA 0.956563	HA 0.902256
Update 746	TP -638.286871	HP -192.185108	TA 0.956563	HA 0.902256
Update 751	TP -586.807612	HP -213.935722	TA 0.956563	HA 0.887218
Update 756	TP -673.997134	HP -173.040501	TA 0.952786	HA 0.887218
Update 761	TP -673.997067	HP -173.040497	TA 0.952786	HA 0.887218
Update 766	TP -650.322147	HP -154.200838	TA 0.948064	HA 0.909774
Update 771	TP -650.322147	HP -154.200838	TA 0.948064	HA 0.909774
Update 776	TP -633.433854	HP -159.357947	TA 0.954674	HA 0.902256
Update 781	TP -664.828570	HP -212.623749	TA 0.953730	HA 0.879699
Update 786	TP -542.149656	HP -164.289018	TA 0.961284	HA 0.909774
Update 791	TP -550.821668	HP -174.960133	TA 0.963173	HA 0.902256
Update 796	TP -550.821668	HP -174.960133	TA 0.963173	HA 0.902256
Update 801	TP -550.821669	HP -174.960133	TA 0.963173	HA 0.902256
Update 806	TP -549.659677	HP -174.617183	TA 0.964117	HA 0.902256
Update 811	TP -549.793871	HP -174.627999	TA 0.964117	HA 0.902256
Update 816	TP -549.793654	HP -174.627932	TA 0.964117	HA 0.902256
Update 821	TP -549.793655	HP -174.627932	TA 0.964117	HA 0.902256
Update 826	TP -655.711854	HP -129.741658	TA 0.950897	HA 0.932331
Update 831	TP -655.540615	HP -129.738863	TA 0.950897	HA 0.932331
Update 836	TP -655.538199	HP -129.738807	TA 0.950897	HA 0.932331
Update 841	TP -504.995807	HP -140.432727	TA 0.961284	HA 0.932331
Update 846	TP -504.995807	HP -140.432727	TA 0.961284	HA 0.932331
Update 851	TP -504.995887	HP -140.432710	TA 0.961284	HA 0.932331
Update 856	TP -504.995887	HP -140.432710	TA 0.961284	HA 0.932331
Update 861	TP -504.995887	HP -140.432710	TA 0.961284	HA 0.932331
Update 866	TP -504.995887	HP -140.432710	TA 0.961284	HA 0.932331
Update 871	TP -504.995887	HP -140.432710	TA 0.961284	HA 0.932331
Update 876	TP -504.995888	HP -140.432710	TA 0.961284	HA 0.932331
Update 881	TP -504.995888	HP -140.432710	TA 0.961284	HA 0.932331
Update 886	TP -504.995885	HP -140.432709	TA 0.961284	HA 0.932331
Update 891	TP -504.995750	HP -140.433233	TA 0.961284	HA 0.932331
Update 896	TP -544.929858	HP -135.761207	TA 0.959396	HA 0.924812
Update 901	TP -710.677989	HP -131.445283	TA 0.949953	HA 0.932331
Update 906	TP -710.677974	HP -131.445282	TA 0.949953	HA 0.932331
Update 911	TP -568.536786	HP -134.423060	TA 0.956563	HA 0.939850
Update 916	TP -915.407815	HP -141.846320	TA 0.938621	HA 0.924812
Update 921	TP -915.407815	HP -141.846320	TA 0.938621	HA 0.924812
Update 926	TP -473.205408	HP -138.769277	TA 0.963173	HA 0.932331
Update 931	TP -473.205406	HP -138.769278	TA 0.963173	HA 0.932331
Update 936	TP -473.205406	HP -138.769278	TA 0.963173	HA 0.932331
Update 941	TP -755.247568	HP -144.037752	TA 0.950897	HA 0.917293
Update 946	TP -755.247562	HP -144.037751	TA 0.950897	HA 0.917293
Update 951	TP -755.247561	HP -144.037751	TA 0.950897	HA 0.917293
Update 956	TP -607.934395	HP -144.227426	TA 0.958451	HA 0.932331
Update 961	TP -417.101046	HP -140.709111	TA 0.966006	HA 0.924812
Update 966	TP -417.101046	HP -140.709111	TA 0.966006	HA 0.924812
Update 971	TP -417.101046	HP -140.709111	TA 0.966006	HA 0.924812
Update 976	TP -417.077164	HP -140.710246	TA 0.966006	HA 0.924812
Update 981	TP -417.076819	HP -140.710281	TA 0.966006	HA 0.924812
Update 986	TP -441.020340	HP -135.366970	TA 0.965061	HA 0.932331
Update 991	TP -342.690714	HP -148.137061	TA 0.972616	HA 0.924812
Update 996	TP -342.690714	HP -148.137061	TA 0.972616	HA 0.924812
Update 1001	TP -339.039422	HP -160.377751	TA 0.970727	HA 0.924812
Update 1006	TP -339.039422	HP -160.377751	TA 0.970727	HA 0.924812
Update 1011	TP -339.039422	HP -160.377752	TA 0.970727	HA 0.924812
Update 1016	TP -339.039422	HP -160.377752	TA 0.970727	HA 0.924812
Update 1021	TP -353.233538	HP -114.953941	TA 0.970727	HA 0.947368
Update 1026	TP -353.233539	HP -114.953941	TA 0.970727	HA 0.947368
Update 1031	TP -354.148120	HP -115.013776	TA 0.970727	HA 0.947368
Update 1036	TP -275.240730	HP -115.773961	TA 0.975449	HA 0.939850
Update 1041	TP -275.240728	HP -115.773962	TA 0.975449	HA 0.939850
Update 1046	TP -275.240727	HP -115.773962	TA 0.975449	HA 0.939850
Update 1051	TP -275.240728	HP -115.773962	TA 0.975449	HA 0.939850
Update 1056	TP -275.240723	HP -115.773962	TA 0.975449	HA 0.939850
